epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,69.7477,1.02398,0.89987,0.88727,0.96366,1,0.995,0.796,0.95863,0.56482,0.87849,0.000188944,0.000188944,0.000188944
90,70.473,1.01937,0.81938,1.14976,0.96366,1,0.995,0.796,0.95863,0.56482,0.87849,0.000176404,0.000176404,0.000176404
91,76.9204,0.83714,0.85833,1.05853,0.96366,1,0.995,0.796,0.95863,0.56482,0.87849,0.000163533,0.000163533,0.000163533
92,78.6922,1.2467,1.04215,1.24456,0.96366,1,0.995,0.796,0.95863,0.56482,0.87849,0.000150332,0.000150332,0.000150332
93,79.5706,1.04764,0.88459,0.93199,0.96366,1,0.995,0.796,0.95863,0.56482,0.87849,0.000136801,0.000136801,0.000136801
94,80.3723,0.85638,0.84811,1.08271,0.96366,1,0.995,0.796,0.95863,0.56482,0.87849,0.00012294,0.00012294,0.00012294
95,81.1433,0.99709,0.93479,1.05033,0.96366,1,0.995,0.796,0.95863,0.56482,0.87849,0.000108748,0.000108748,0.000108748
96,81.8532,1.10561,0.94696,1.12793,0.96351,1,0.995,0.796,0.9259,0.51952,0.85375,9.42272e-05,9.42272e-05,9.42272e-05
97,82.5402,0.8383,0.80032,0.96077,0.96351,1,0.995,0.796,0.9259,0.51952,0.85375,7.93759e-05,7.93759e-05,7.93759e-05
98,83.2241,0.95819,0.83439,1.14572,0.96351,1,0.995,0.796,0.9259,0.51952,0.85375,6.41945e-05,6.41945e-05,6.41945e-05
99,83.8531,0.93097,0.88986,1.09981,0.96351,1,0.995,0.796,0.9259,0.51952,0.85375,4.86831e-05,4.86831e-05,4.86831e-05
100,84.5177,0.77118,0.75372,0.97568,0.96351,1,0.995,0.796,0.9259,0.51952,0.85375,3.28416e-05,3.28416e-05,3.28416e-05
1,5.25093,1.21091,1.58241,1.14355,0.97239,1,0.995,0.995,0.48444,0.68191,0.86408,1.667e-05,1.667e-05,1.667e-05
2,6.11105,1.09657,1.5009,1.06843,0.97235,1,0.995,0.995,0.50737,0.71381,0.86431,4.95149e-05,4.95149e-05,4.95149e-05
3,6.84343,1.42281,1.50391,1.29772,0.97179,1,0.995,0.995,0.52865,0.72997,0.85119,8.16997e-05,8.16997e-05,8.16997e-05
4,7.719,1.12774,1.60067,1.20164,0.97145,1,0.995,0.995,0.52939,0.72592,0.85284,0.000113224,0.000113224,0.000113224
5,8.49085,1.08965,0.95698,0.98919,0.97161,1,0.995,0.995,0.53288,0.71954,0.8552,0.000144089,0.000144089,0.000144089
6,9.52829,0.92148,1.10751,0.90377,0.97008,1,0.995,0.8955,0.7955,1.06089,0.79543,0.000174293,0.000174293,0.000174293
7,10.2452,1.85339,3.11179,1.25905,0.9714,1,0.995,0.796,1.10739,0.89153,0.86097,0.000203837,0.000203837,0.000203837
8,10.9997,1.08524,1.24684,1.10896,0.96749,1,0.995,0.796,1.14359,1.33839,0.92614,0.000232722,0.000232722,0.000232722
9,11.756,1.41527,1.66503,1.28914,0.9705,1,0.995,0.796,0.82098,0.90217,0.82822,0.000260946,0.000260946,0.000260946
10,12.456,0.5686,2.95757,0.56766,0.96701,1,0.995,0.8955,0.86325,0.84799,0.90604,0.000288509,0.000288509,0.000288509
11,13.1667,1.5955,1.60958,1.33299,0.95849,1,0.995,0.796,0.87946,0.7551,0.96265,0.000315413,0.000315413,0.000315413
12,13.9149,0.56232,2.73198,0.60824,0.95849,1,0.995,0.796,0.87946,0.7551,0.96265,0.000341657,0.000341657,0.000341657
13,14.6574,1.16908,1.12685,1.12003,0.95216,1,0.995,0.8955,0.90766,0.72876,0.87214,0.00036724,0.00036724,0.00036724
14,15.3629,0.59483,2.9247,0.50543,0.96421,1,0.995,0.796,1.02572,0.83428,0.83244,0.000392163,0.000392163,0.000392163
15,16.0688,1.03791,0.9601,0.93705,0.96421,1,0.995,0.796,1.02572,0.83428,0.83244,0.000416427,0.000416427,0.000416427
16,16.7956,1.14713,1.48522,1.42257,0.96403,1,0.995,0.796,1.01069,0.82574,0.82657,0.00044003,0.00044003,0.00044003
17,17.4978,1.26817,1.37983,1.33791,0.96403,1,0.995,0.796,1.01069,0.82574,0.82657,0.000462973,0.000462973,0.000462973
18,18.3266,1.14022,1.37397,1.26042,0.94809,1,0.995,0.796,1.06029,0.82924,0.90393,0.000485255,0.000485255,0.000485255
19,19.03,1.04162,1.52208,1.00026,0.94809,1,0.995,0.796,1.06029,0.82924,0.90393,0.000506878,0.000506878,0.000506878
20,19.7749,1.22243,1.27126,1.14814,0.64907,1,0.995,0.796,1.18974,1.43378,1.25524,0.000527841,0.000527841,0.000527841
21,20.5078,1.39171,1.64373,1.09087,0.64907,1,0.995,0.796,1.18974,1.43378,1.25524,0.000548143,0.000548143,0.000548143
22,21.2381,1.15627,1.06137,0.95226,0.9178,1,0.995,0.6965,1.25291,0.94297,1.19648,0.000567785,0.000567785,0.000567785
23,21.9678,1.68309,1.83036,1.14657,0.9178,1,0.995,0.6965,1.25291,0.94297,1.19648,0.000586767,0.000586767,0.000586767
24,22.7216,1.27981,1.21925,1.10779,0.95788,1,0.995,0.6965,1.22531,1.025,1.10657,0.000605089,0.000605089,0.000605089
25,23.4453,1.14597,1.33196,0.99911,0.95788,1,0.995,0.6965,1.22531,1.025,1.10657,0.000622751,0.000622751,0.000622751
26,24.1537,1.23207,1.60189,1.37576,0.95788,1,0.995,0.6965,1.22531,1.025,1.10657,0.000639753,0.000639753,0.000639753
27,24.8981,1.09859,1.12448,1.34664,0.96478,1,0.995,0.796,1.10621,0.71315,0.97709,0.000656095,0.000656095,0.000656095
28,25.6029,1.23857,0.92547,1.01582,0.96478,1,0.995,0.796,1.10621,0.71315,0.97709,0.000671776,0.000671776,0.000671776
29,26.3194,1.25144,0.94053,1.11947,0.96478,1,0.995,0.796,1.10621,0.71315,0.97709,0.000686797,0.000686797,0.000686797
30,27.0487,1.10091,1.21687,1.15778,0.97166,1,0.995,0.796,1.19764,0.72609,0.91551,0.000701159,0.000701159,0.000701159
31,27.7918,0.90677,0.8667,1.32703,0.97166,1,0.995,0.796,1.19764,0.72609,0.91551,0.00071486,0.00071486,0.00071486
32,28.5127,1.2861,1.16946,1.27196,0.97166,1,0.995,0.796,1.19764,0.72609,0.91551,0.000727901,0.000727901,0.000727901
33,29.2435,0.64883,1.62595,0.66272,0.96829,1,0.995,0.6965,1.47027,0.69099,0.9758,0.000740281,0.000740281,0.000740281
34,29.9848,1.11393,1.11399,1.21538,0.96829,1,0.995,0.6965,1.47027,0.69099,0.9758,0.000752002,0.000752002,0.000752002
35,30.721,1.33169,1.22933,1.30726,0.96829,1,0.995,0.6965,1.47027,0.69099,0.9758,0.000763063,0.000763063,0.000763063
36,31.4434,1.27303,1.27674,1.3314,0.96925,1,0.995,0.796,1.28926,0.68453,0.90011,0.000773463,0.000773463,0.000773463
37,32.2286,1.24813,0.95789,1.15972,0.96925,1,0.995,0.796,1.28926,0.68453,0.90011,0.000783203,0.000783203,0.000783203
38,32.9959,1.55941,1.02748,1.21165,0.96925,1,0.995,0.796,1.28926,0.68453,0.90011,0.000792283,0.000792283,0.000792283
39,33.7559,1.14485,1.98659,1.03816,0.96925,1,0.995,0.796,1.28926,0.68453,0.90011,0.000800703,0.000800703,0.000800703
40,34.4686,1.25249,0.88285,1.04547,0.96806,1,0.995,0.796,1.17039,0.69748,0.86858,0.000808463,0.000808463,0.000808463
41,35.153,1.34146,1.07635,0.93695,0.96806,1,0.995,0.796,1.17039,0.69748,0.86858,0.000815563,0.000815563,0.000815563
42,35.885,1.46044,1.09299,1.05423,0.96806,1,0.995,0.796,1.17039,0.69748,0.86858,0.000822003,0.000822003,0.000822003
43,36.5901,1.45492,0.97969,1.0394,0.96806,1,0.995,0.796,1.17039,0.69748,0.86858,0.000827782,0.000827782,0.000827782
44,37.3478,1.30889,0.99128,1.39669,0.96536,1,0.995,0.6965,1.32528,0.64103,0.8839,0.000832902,0.000832902,0.000832902
45,38.0667,1.32909,2.71108,1.04813,0.96536,1,0.995,0.6965,1.32528,0.64103,0.8839,0.000837361,0.000837361,0.000837361
46,38.829,0.5773,1.61259,0.5971,0.96536,1,0.995,0.6965,1.32528,0.64103,0.8839,0.00084116,0.00084116,0.00084116
47,39.557,1.20584,2.48021,1.06287,0.96536,1,0.995,0.6965,1.32528,0.64103,0.8839,0.000844299,0.000844299,0.000844299
48,40.315,1.12563,1.616,1.28935,0.97078,1,0.995,0.597,1.72158,0.83077,0.96359,0.000846778,0.000846778,0.000846778
49,41.0297,1.03746,0.828,1.21018,0.97078,1,0.995,0.597,1.72158,0.83077,0.96359,0.000848596,0.000848596,0.000848596
50,41.7598,0.9745,0.78397,1.14025,0.97078,1,0.995,0.597,1.72158,0.83077,0.96359,0.000849755,0.000849755,0.000849755
51,42.4759,1.17878,0.90979,1.15355,0.97078,1,0.995,0.597,1.72158,0.83077,0.96359,0.000841835,0.000841835,0.000841835
52,43.1728,1.49819,0.8931,1.04279,0.97078,1,0.995,0.597,1.72158,0.83077,0.96359,0.000825332,0.000825332,0.000825332
53,43.9414,1.14143,0.92708,1.31732,0.96684,1,0.995,0.597,1.61998,1.06438,0.96472,0.000808828,0.000808828,0.000808828
54,44.6429,0.86278,0.9045,0.99471,0.96684,1,0.995,0.597,1.61998,1.06438,0.96472,0.000792325,0.000792325,0.000792325
55,45.3658,1.32466,1.37803,1.02413,0.96684,1,0.995,0.597,1.61998,1.06438,0.96472,0.000775822,0.000775822,0.000775822
56,46.0825,1.08811,0.92987,1.06151,0.96684,1,0.995,0.597,1.61998,1.06438,0.96472,0.000759318,0.000759318,0.000759318
57,46.9234,1.31798,0.97637,0.99752,0.96742,1,0.995,0.796,0.95517,0.54456,0.81224,0.000742815,0.000742815,0.000742815
58,47.6451,1.1568,1.06644,0.98065,0.96742,1,0.995,0.796,0.95517,0.54456,0.81224,0.000726312,0.000726312,0.000726312
59,48.3866,1.04306,0.87949,0.91313,0.96742,1,0.995,0.796,0.95517,0.54456,0.81224,0.000709809,0.000709809,0.000709809
60,49.0714,0.51637,0.99972,0.53375,0.96742,1,0.995,0.796,0.95517,0.54456,0.81224,0.000693305,0.000693305,0.000693305
61,49.794,1.18567,1.01603,0.91652,0.96742,1,0.995,0.796,0.95517,0.54456,0.81224,0.000676802,0.000676802,0.000676802
62,50.5266,1.0261,0.90433,1.11082,0.97085,1,0.995,0.8955,0.73927,0.4639,0.77852,0.000660299,0.000660299,0.000660299
63,51.2094,1.05583,0.79983,1.17612,0.97085,1,0.995,0.8955,0.73927,0.4639,0.77852,0.000643795,0.000643795,0.000643795
64,51.9468,1.0795,0.71969,1.20471,0.97085,1,0.995,0.8955,0.73927,0.4639,0.77852,0.000627292,0.000627292,0.000627292
65,52.6424,0.97781,0.70159,0.86509,0.97085,1,0.995,0.8955,0.73927,0.4639,0.77852,0.000610789,0.000610789,0.000610789
66,53.3831,1.15907,0.77697,1.2478,0.97091,1,0.995,0.796,0.80046,0.50195,0.78911,0.000594286,0.000594286,0.000594286
67,54.0839,1.18062,0.7957,0.95463,0.97091,1,0.995,0.796,0.80046,0.50195,0.78911,0.000577782,0.000577782,0.000577782
68,54.8539,0.98368,0.76704,1.04922,0.97091,1,0.995,0.796,0.80046,0.50195,0.78911,0.000561279,0.000561279,0.000561279
69,55.5786,0.92575,0.74744,0.95853,0.97091,1,0.995,0.796,0.80046,0.50195,0.78911,0.000544776,0.000544776,0.000544776
70,56.3432,0.94702,0.67921,1.23732,0.97091,1,0.995,0.796,0.80046,0.50195,0.78911,0.000528272,0.000528272,0.000528272
71,57.0969,1.14055,0.74557,1.16145,0.96726,1,0.995,0.796,0.94736,0.67337,0.78501,0.000511769,0.000511769,0.000511769
72,57.8516,0.45255,0.72248,0.51316,0.96726,1,0.995,0.796,0.94736,0.67337,0.78501,0.000495266,0.000495266,0.000495266
73,58.5685,1.18008,0.91928,1.10309,0.96726,1,0.995,0.796,0.94736,0.67337,0.78501,0.000478762,0.000478762,0.000478762
74,59.3897,0.82085,0.66764,0.93993,0.96726,1,0.995,0.796,0.94736,0.67337,0.78501,0.000462259,0.000462259,0.000462259
75,60.0911,0.89719,0.71924,1.01092,0.96873,1,0.995,0.6965,1.22411,0.71357,0.8276,0.000445756,0.000445756,0.000445756
76,60.8012,1.10068,0.79803,1.16189,0.96873,1,0.995,0.6965,1.22411,0.71357,0.8276,0.000429253,0.000429253,0.000429253
77,61.5005,0.99816,0.79096,0.95564,0.96873,1,0.995,0.6965,1.22411,0.71357,0.8276,0.000412749,0.000412749,0.000412749
78,62.2026,0.89008,0.62399,0.92629,0.96873,1,0.995,0.6965,1.22411,0.71357,0.8276,0.000396246,0.000396246,0.000396246
79,62.9394,1.15373,1.00903,0.89589,0.96873,1,0.995,0.6965,1.22411,0.71357,0.8276,0.000379743,0.000379743,0.000379743
80,63.6731,1.05658,0.70572,0.92832,0.9693,1,0.995,0.6965,1.29434,0.73278,0.85552,0.000363239,0.000363239,0.000363239
81,64.4167,0.72646,0.54956,1.02698,0.9693,1,0.995,0.6965,1.29434,0.73278,0.85552,0.000346736,0.000346736,0.000346736
82,65.1242,1.11669,0.82026,1.05528,0.9693,1,0.995,0.6965,1.29434,0.73278,0.85552,0.000330233,0.000330233,0.000330233
83,65.8571,0.97228,0.69361,1.02909,0.9693,1,0.995,0.6965,1.29434,0.73278,0.85552,0.000313729,0.000313729,0.000313729
84,66.5966,0.95003,0.65544,0.94142,0.96812,1,0.995,0.6965,1.28488,0.73458,0.8598,0.000297226,0.000297226,0.000297226
85,67.2868,0.87198,0.59835,0.94758,0.96812,1,0.995,0.6965,1.28488,0.73458,0.8598,0.000280723,0.000280723,0.000280723
86,68.0096,1.01325,0.85506,0.98076,0.96812,1,0.995,0.6965,1.28488,0.73458,0.8598,0.00026422,0.00026422,0.00026422
87,68.7424,1.03219,0.79015,0.84385,0.96812,1,0.995,0.6965,1.28488,0.73458,0.8598,0.000247716,0.000247716,0.000247716
88,69.4384,0.89405,0.58703,1.03209,0.96812,1,0.995,0.6965,1.28488,0.73458,0.8598,0.000231213,0.000231213,0.000231213
89,70.1351,1.08905,0.59405,0.88593,0.96642,1,0.995,0.6965,1.26822,0.79455,0.8512,0.00021471,0.00021471,0.00021471
90,70.8773,0.94999,0.57154,1.08398,0.96642,1,0.995,0.6965,1.26822,0.79455,0.8512,0.000198206,0.000198206,0.000198206
91,76.62,1.06581,0.79605,1.09323,0.96642,1,0.995,0.6965,1.26822,0.79455,0.8512,0.000181703,0.000181703,0.000181703
92,78.084,0.81067,0.74419,1.1091,0.96642,1,0.995,0.6965,1.26822,0.79455,0.8512,0.0001652,0.0001652,0.0001652
93,78.8496,1.30609,0.75406,1.26846,0.96613,1,0.995,0.6965,1.1978,0.7705,0.85064,0.000148696,0.000148696,0.000148696
94,79.5272,0.91465,0.61012,1.14962,0.96613,1,0.995,0.6965,1.1978,0.7705,0.85064,0.000132193,0.000132193,0.000132193
95,80.2123,0.73232,0.67568,0.99772,0.96613,1,0.995,0.6965,1.1978,0.7705,0.85064,0.00011569,0.00011569,0.00011569
96,80.9548,1.10244,0.74537,1.04078,0.96613,1,0.995,0.6965,1.1978,0.7705,0.85064,9.91865e-05,9.91865e-05,9.91865e-05
97,81.6343,0.78916,0.69293,1.09177,0.96613,1,0.995,0.6965,1.1978,0.7705,0.85064,8.26832e-05,8.26832e-05,8.26832e-05
98,82.3541,1.29665,0.7649,1.01807,0.96512,1,0.995,0.6965,1.20631,0.77603,0.8552,6.61799e-05,6.61799e-05,6.61799e-05
99,83.1285,1.3632,0.7639,1.12719,0.96512,1,0.995,0.6965,1.20631,0.77603,0.8552,4.96766e-05,4.96766e-05,4.96766e-05
100,83.854,1.08411,0.64931,0.96256,0.96512,1,0.995,0.6965,1.20631,0.77603,0.8552,3.31733e-05,3.31733e-05,3.31733e-05
1,5.4571,1.17707,1.1639,1.10685,0.97125,1,0.995,0.995,0.54295,0.66863,0.85812,1.667e-05,1.667e-05,1.667e-05
2,6.52667,1.10783,1.21169,1.02537,0.97147,1,0.995,0.995,0.55334,0.65467,0.86064,4.95149e-05,4.95149e-05,4.95149e-05
3,7.15456,1.17693,1.60771,1.21071,0.9711,1,0.995,0.995,0.54495,0.63437,0.86585,8.16997e-05,8.16997e-05,8.16997e-05
4,7.77471,0.98361,1.0574,1.07143,0.9711,1,0.995,0.995,0.5454,0.63171,0.86652,0.000113224,0.000113224,0.000113224
5,8.43055,1.02918,1.30755,1.11097,0.96594,1,0.995,0.8955,0.58538,0.69862,0.82535,0.000144089,0.000144089,0.000144089
6,9.14845,0.60473,5.01581,0.50135,0.96387,1,0.995,0.8955,0.75871,0.71151,0.81969,0.000174293,0.000174293,0.000174293
7,9.90331,1.17547,1.32506,1.10474,0.96312,1,0.995,0.995,0.45951,0.84611,0.78804,0.000203837,0.000203837,0.000203837
8,10.7065,1.17109,1.51684,1.24586,0.96614,1,0.995,0.995,0.45247,0.7197,0.78846,0.000232722,0.000232722,0.000232722
9,11.5373,1.21964,1.49904,1.07044,0.50855,1,0.995,0.6965,1.85984,12.5557,1.00714,0.000260946,0.000260946,0.000260946
10,12.2862,1.10537,1.31372,1.13215,0.96789,1,0.995,0.4975,2.26635,0.9638,1.20688,0.000288509,0.000288509,0.000288509
11,13.0356,1.20294,1.10272,0.98997,0.95987,1,0.995,0.398,2.45366,0.95795,1.29296,0.000315413,0.000315413,0.000315413
12,13.7778,1.20988,1.14331,1.13296,0.95987,1,0.995,0.398,2.45366,0.95795,1.29296,0.000341657,0.000341657,0.000341657
13,14.5745,1.21433,1.18666,1.10832,0.95096,1,0.995,0.4975,2.17648,1.02974,1.19327,0.00036724,0.00036724,0.00036724
14,15.3355,1.32574,1.2552,1.15466,0.96029,1,0.995,0.6965,1.65404,0.99282,1.10865,0.000392163,0.000392163,0.000392163
15,16.0791,1.06683,1.28441,1.21577,0.96029,1,0.995,0.6965,1.65404,0.99282,1.10865,0.000416427,0.000416427,0.000416427
16,16.8429,1.26858,1.17443,1.1129,0.94343,1,0.995,0.796,1.10085,0.82454,1.14862,0.00044003,0.00044003,0.00044003
17,17.599,1.05162,1.48944,1.22102,0.94343,1,0.995,0.796,1.10085,0.82454,1.14862,0.000462973,0.000462973,0.000462973
18,18.3549,1.19672,1.19586,1.08514,0.97233,1,0.995,0.796,0.873,0.50146,1.15232,0.000485255,0.000485255,0.000485255
19,19.1008,1.24184,1.55898,1.30465,0.97233,1,0.995,0.796,0.873,0.50146,1.15232,0.000506878,0.000506878,0.000506878
20,19.8895,1.1837,1.00051,1.1963,0.96971,1,0.995,0.8955,0.78516,0.5766,0.93798,0.000527841,0.000527841,0.000527841
21,20.6555,1.46299,1.33024,1.10746,0.96971,1,0.995,0.8955,0.78516,0.5766,0.93798,0.000548143,0.000548143,0.000548143
22,21.5094,1.42932,1.26136,1.02642,0.95428,1,0.995,0.8955,0.75376,0.72511,0.91194,0.000567785,0.000567785,0.000567785
23,22.2407,1.36069,1.12298,0.99895,0.95428,1,0.995,0.8955,0.75376,0.72511,0.91194,0.000586767,0.000586767,0.000586767
24,23.0402,0.92731,1.49093,1.20586,0.96642,1,0.995,0.8955,0.65369,0.5911,0.92559,0.000605089,0.000605089,0.000605089
25,23.836,1.16354,1.48456,1.24811,0.96642,1,0.995,0.8955,0.65369,0.5911,0.92559,0.000622751,0.000622751,0.000622751
26,24.6886,1.36659,1.00109,1.15552,0.96642,1,0.995,0.8955,0.65369,0.5911,0.92559,0.000639753,0.000639753,0.000639753
27,25.4718,1.27637,1.01921,1.27356,0.96663,1,0.995,0.8955,0.84254,0.52563,0.84515,0.000656095,0.000656095,0.000656095
28,26.2476,1.14279,0.83894,1.15318,0.96663,1,0.995,0.8955,0.84254,0.52563,0.84515,0.000671776,0.000671776,0.000671776
29,27.0579,1.18376,0.94206,0.9823,0.96663,1,0.995,0.8955,0.84254,0.52563,0.84515,0.000686797,0.000686797,0.000686797
30,27.8428,1.3486,0.99608,1.01926,0.96798,1,0.995,0.796,0.95664,0.76194,0.84173,0.000701159,0.000701159,0.000701159
31,28.6191,1.15824,0.8321,1.07544,0.96798,1,0.995,0.796,0.95664,0.76194,0.84173,0.00071486,0.00071486,0.00071486
32,29.3797,1.76037,1.36074,1.34854,0.96798,1,0.995,0.796,0.95664,0.76194,0.84173,0.000727901,0.000727901,0.000727901
33,30.2046,1.34802,1.16689,1.16872,0.96837,1,0.995,0.6965,1.11956,0.70278,0.92075,0.000740281,0.000740281,0.000740281
34,30.9393,1.03801,0.99717,1.21146,0.96837,1,0.995,0.6965,1.11956,0.70278,0.92075,0.000752002,0.000752002,0.000752002
35,31.7231,1.11214,1.38702,1.0241,0.96837,1,0.995,0.6965,1.11956,0.70278,0.92075,0.000763063,0.000763063,0.000763063
36,32.5466,1.39783,1.5644,1.14771,0.96615,1,0.995,0.6965,1.12039,0.57942,1.07038,0.000773463,0.000773463,0.000773463
37,33.3687,1.24924,1.02628,1.06355,0.96615,1,0.995,0.6965,1.12039,0.57942,1.07038,0.000783203,0.000783203,0.000783203
38,34.0928,1.02934,0.83915,1.12719,0.96615,1,0.995,0.6965,1.12039,0.57942,1.07038,0.000792283,0.000792283,0.000792283
39,34.9346,1.03409,1.18739,1.0513,0.96615,1,0.995,0.6965,1.12039,0.57942,1.07038,0.000800703,0.000800703,0.000800703
40,35.7037,1.28791,1.08669,1.16938,0.96112,1,0.995,0.796,1.24576,0.63025,1.10302,0.000808463,0.000808463,0.000808463
41,36.4381,0.92224,0.94621,1.1283,0.96112,1,0.995,0.796,1.24576,0.63025,1.10302,0.000815563,0.000815563,0.000815563
42,37.202,1.14724,1.34979,1.22521,0.96112,1,0.995,0.796,1.24576,0.63025,1.10302,0.000822003,0.000822003,0.000822003
43,37.9285,1.40321,1.11128,1.14274,0.96112,1,0.995,0.796,1.24576,0.63025,1.10302,0.000827782,0.000827782,0.000827782
44,38.7117,1.0925,0.82155,1.01748,0.96814,1,0.995,0.597,1.22514,0.62987,1.02418,0.000832902,0.000832902,0.000832902
45,39.5213,1.13069,0.73036,0.95301,0.96814,1,0.995,0.597,1.22514,0.62987,1.02418,0.000837361,0.000837361,0.000837361
46,40.241,1.30328,1.13907,1.15309,0.96814,1,0.995,0.597,1.22514,0.62987,1.02418,0.00084116,0.00084116,0.00084116
47,40.9932,1.27718,0.9753,1.1067,0.96814,1,0.995,0.597,1.22514,0.62987,1.02418,0.000844299,0.000844299,0.000844299
48,41.8056,1.27615,0.86534,1.09301,0.97053,1,0.995,0.597,1.36705,0.7762,1.04824,0.000846778,0.000846778,0.000846778
49,42.5465,1.04259,0.84254,0.99081,0.97053,1,0.995,0.597,1.36705,0.7762,1.04824,0.000848596,0.000848596,0.000848596
50,43.2893,1.29605,1.08041,1.16302,0.97053,1,0.995,0.597,1.36705,0.7762,1.04824,0.000849755,0.000849755,0.000849755
51,44.0275,1.14894,1.04879,1.0285,0.97053,1,0.995,0.597,1.36705,0.7762,1.04824,0.000841835,0.000841835,0.000841835
52,44.7836,1.11773,0.97153,1.05175,0.97053,1,0.995,0.597,1.36705,0.7762,1.04824,0.000825332,0.000825332,0.000825332
53,45.5817,1.21935,1.12457,1.34493,0.93591,1,0.995,0.6965,1.41115,0.83538,1.03754,0.000808828,0.000808828,0.000808828
54,46.3759,1.09488,1.91325,0.98314,0.93591,1,0.995,0.6965,1.41115,0.83538,1.03754,0.000792325,0.000792325,0.000792325
55,47.1077,1.27337,1.84843,1.02396,0.93591,1,0.995,0.6965,1.41115,0.83538,1.03754,0.000775822,0.000775822,0.000775822
56,47.8845,1.1499,2.47254,1.14414,0.93591,1,0.995,0.6965,1.41115,0.83538,1.03754,0.000759318,0.000759318,0.000759318
57,48.6788,1.46461,2.05582,1.4039,0.95281,1,0.995,0.6965,1.30704,0.63621,0.97051,0.000742815,0.000742815,0.000742815
58,49.5049,1.14971,1.21053,1.25704,0.95281,1,0.995,0.6965,1.30704,0.63621,0.97051,0.000726312,0.000726312,0.000726312
59,50.2901,1.24612,1.23477,0.9694,0.95281,1,0.995,0.6965,1.30704,0.63621,0.97051,0.000709809,0.000709809,0.000709809
60,51.0484,1.47415,1.15469,1.03593,0.95281,1,0.995,0.6965,1.30704,0.63621,0.97051,0.000693305,0.000693305,0.000693305
61,51.8062,1.17715,1.07113,0.96285,0.95281,1,0.995,0.6965,1.30704,0.63621,0.97051,0.000676802,0.000676802,0.000676802
62,52.5775,1.08063,1.03509,1.05113,0.96111,1,0.995,0.796,1.17529,0.63779,0.97499,0.000660299,0.000660299,0.000660299
63,53.2845,1.36635,1.27453,1.25773,0.96111,1,0.995,0.796,1.17529,0.63779,0.97499,0.000643795,0.000643795,0.000643795
64,54.0196,1.1142,1.52185,0.96381,0.96111,1,0.995,0.796,1.17529,0.63779,0.97499,0.000627292,0.000627292,0.000627292
65,54.7744,0.90108,0.88926,0.99727,0.96111,1,0.995,0.796,1.17529,0.63779,0.97499,0.000610789,0.000610789,0.000610789
66,55.5545,1.08188,0.98644,1.03704,0.95038,1,0.995,0.8955,0.89728,0.60022,0.90991,0.000594286,0.000594286,0.000594286
67,56.3048,0.95552,0.71471,1.05446,0.95038,1,0.995,0.8955,0.89728,0.60022,0.90991,0.000577782,0.000577782,0.000577782
68,57.0266,1.08167,0.92601,1.16547,0.95038,1,0.995,0.8955,0.89728,0.60022,0.90991,0.000561279,0.000561279,0.000561279
69,57.7865,1.16436,0.82106,1.15596,0.95038,1,0.995,0.8955,0.89728,0.60022,0.90991,0.000544776,0.000544776,0.000544776
70,58.5221,0.91606,0.80518,0.89154,0.95038,1,0.995,0.8955,0.89728,0.60022,0.90991,0.000528272,0.000528272,0.000528272
71,59.2649,0.60954,1.50199,0.61693,0.95253,1,0.995,0.6965,1.23348,0.57303,0.86911,0.000511769,0.000511769,0.000511769
72,59.9938,1.05151,0.6446,0.95151,0.95253,1,0.995,0.6965,1.23348,0.57303,0.86911,0.000495266,0.000495266,0.000495266
73,60.7456,1.228,1.03007,0.99611,0.95253,1,0.995,0.6965,1.23348,0.57303,0.86911,0.000478762,0.000478762,0.000478762
74,61.4699,1.1331,0.76272,1.17327,0.95253,1,0.995,0.6965,1.23348,0.57303,0.86911,0.000462259,0.000462259,0.000462259
75,62.3246,1.08509,0.76714,1.25575,0.96369,1,0.995,0.6965,1.25565,0.58377,0.84714,0.000445756,0.000445756,0.000445756
76,63.0228,1.27931,0.99079,1.15427,0.96369,1,0.995,0.6965,1.25565,0.58377,0.84714,0.000429253,0.000429253,0.000429253
77,63.7871,1.27165,0.88242,1.21122,0.96369,1,0.995,0.6965,1.25565,0.58377,0.84714,0.000412749,0.000412749,0.000412749
78,64.5034,0.8609,0.69269,1.02834,0.96369,1,0.995,0.6965,1.25565,0.58377,0.84714,0.000396246,0.000396246,0.000396246
79,65.2455,0.86995,0.68568,0.87961,0.96369,1,0.995,0.6965,1.25565,0.58377,0.84714,0.000379743,0.000379743,0.000379743
80,66.0079,0.7956,0.68687,0.92064,0.9644,1,0.995,0.796,1.15245,0.71063,0.80409,0.000363239,0.000363239,0.000363239
81,66.7666,1.00252,0.65142,0.90285,0.9644,1,0.995,0.796,1.15245,0.71063,0.80409,0.000346736,0.000346736,0.000346736
82,67.5247,1.0449,0.73333,0.98439,0.9644,1,0.995,0.796,1.15245,0.71063,0.80409,0.000330233,0.000330233,0.000330233
83,68.2662,0.88254,0.63581,0.93865,0.9644,1,0.995,0.796,1.15245,0.71063,0.80409,0.000313729,0.000313729,0.000313729
84,69.012,1.08584,0.79434,0.96239,0.96283,1,0.995,0.796,1.1384,0.77213,0.79339,0.000297226,0.000297226,0.000297226
