epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
94,61.6596,1.11277,1.81006,1.12376,0.9735,1,0.995,0.6965,1.30069,1.0175,0.94046,0.00012294,0.00012294,0.00012294
95,62.2081,1.23721,1.77028,1.33725,0.9735,1,0.995,0.6965,1.30069,1.0175,0.94046,0.000108748,0.000108748,0.000108748
96,62.7417,1.03521,1.78926,1.13811,0.97386,1,0.995,0.6965,1.25437,1.11451,0.94611,9.42272e-05,9.42272e-05,9.42272e-05
97,63.2832,0.84117,1.63913,0.9948,0.97386,1,0.995,0.6965,1.25437,1.11451,0.94611,7.93759e-05,7.93759e-05,7.93759e-05
98,63.8054,1.14784,1.82393,1.11913,0.97386,1,0.995,0.6965,1.25437,1.11451,0.94611,6.41945e-05,6.41945e-05,6.41945e-05
99,64.3253,0.84175,1.41802,1.06485,0.97386,1,0.995,0.6965,1.25437,1.11451,0.94611,4.86831e-05,4.86831e-05,4.86831e-05
100,64.8609,0.99957,1.82085,1.01898,0.97386,1,0.995,0.6965,1.25437,1.11451,0.94611,3.28416e-05,3.28416e-05,3.28416e-05
1,5.45849,1.35033,3.35047,1.0276,0.59311,1,0.995,0.8955,0.70166,3.30346,0.7942,0,0,0
2,5.98814,1.2426,4.23785,1.06902,0.6712,1,0.995,0.8955,0.66067,3.10325,0.79057,1.6505e-05,1.6505e-05,1.6505e-05
3,6.51717,1.17416,4.61363,0.90027,0.73035,1,0.995,0.8955,0.61985,2.95545,0.78378,3.26799e-05,3.26799e-05,3.26799e-05
4,7.03436,1.07369,4.34939,0.96879,0.77021,1,0.995,0.8955,0.57374,2.93395,0.77381,4.85247e-05,4.85247e-05,4.85247e-05
5,7.60399,1.0124,5.79917,0.92298,0.80506,1,0.995,0.8955,0.59144,2.91392,0.77256,6.40395e-05,6.40395e-05,6.40395e-05
6,8.07452,1.20348,4.055,1.01357,0.82513,1,0.995,0.8955,0.67069,2.84067,0.77164,7.92242e-05,7.92242e-05,7.92242e-05
7,8.53731,1.14338,3.55165,1.0165,0.83956,1,0.995,0.8955,0.69157,2.85771,0.76853,9.40788e-05,9.40788e-05,9.40788e-05
8,8.93854,1.29975,3.50661,0.9937,0.83956,1,0.995,0.8955,0.69157,2.85771,0.76853,0.000108603,0.000108603,0.000108603
9,9.37207,1.08273,3.30599,1.03091,0.84989,1,0.995,0.8955,0.71269,2.81507,0.76542,0.000122798,0.000122798,0.000122798
10,9.78132,1.2282,5.27556,1.02007,0.84989,1,0.995,0.8955,0.71269,2.81507,0.76542,0.000136662,0.000136662,0.000136662
11,10.2411,1.32685,2.90834,0.94718,0.00333,1,0.00816,0.00408,1.38285,5.52101,1.0264,0.000150197,0.000150197,0.000150197
12,10.8397,1.36158,3.49739,1.13239,0.00333,1,0.00816,0.00408,1.38285,5.52101,1.0264,0.000163401,0.000163401,0.000163401
13,11.4115,1.46967,5.02043,1.24707,0.75011,1,0.995,0.796,1.27063,4.65601,1.14779,0.000176275,0.000176275,0.000176275
14,11.9965,1.52541,6.16201,1.20426,0.75011,1,0.995,0.796,1.27063,4.65601,1.14779,0.000188819,0.000188819,0.000188819
15,12.7368,1.30938,7.73652,1.18082,0.87624,1,0.995,0.6965,1.41953,4.00041,1.30512,0.000201034,0.000201034,0.000201034
16,13.2903,1.62941,4.02608,1.40117,0.87624,1,0.995,0.6965,1.41953,4.00041,1.30512,0.000212918,0.000212918,0.000212918
17,13.9105,1.18088,4.47925,1.33156,0.94322,1,0.995,0.796,1.2701,6.69718,1.21635,0.000224472,0.000224472,0.000224472
18,14.4589,1.3592,2.80032,1.28601,0.94322,1,0.995,0.796,1.2701,6.69718,1.21635,0.000235695,0.000235695,0.000235695
19,15.0214,1.23629,3.05798,1.25596,0.95132,1,0.995,0.796,1.30488,2.68543,1.09838,0.000246589,0.000246589,0.000246589
20,15.6402,1.3241,2.46989,1.22256,0.95132,1,0.995,0.796,1.30488,2.68543,1.09838,0.000257153,0.000257153,0.000257153
21,16.1973,1.17748,2.45947,1.07558,0.95132,1,0.995,0.796,1.30488,2.68543,1.09838,0.000267387,0.000267387,0.000267387
22,16.8382,1.24566,2.3239,1.15048,0.81625,1,0.995,0.597,1.59852,4.82665,1.12132,0.00027729,0.00027729,0.00027729
23,17.4,1.3145,3.37408,1.33924,0.81625,1,0.995,0.597,1.59852,4.82665,1.12132,0.000286864,0.000286864,0.000286864
24,17.9665,1.03944,2.65431,1.12203,0.81625,1,0.995,0.597,1.59852,4.82665,1.12132,0.000296108,0.000296108,0.000296108
25,18.5373,1.23153,2.2469,1.19932,0.96292,1,0.995,0.796,1.47438,3.49833,1.08358,0.000305021,0.000305021,0.000305021
26,19.0817,1.39902,2.09491,1.086,0.96292,1,0.995,0.796,1.47438,3.49833,1.08358,0.000313604,0.000313604,0.000313604
27,19.6943,1.34244,2.00857,1.18267,0.96292,1,0.995,0.796,1.47438,3.49833,1.08358,0.000321858,0.000321858,0.000321858
28,20.2495,1.22683,2.35755,1.10404,0.9695,1,0.995,0.796,1.25007,3.20012,1.02242,0.000329781,0.000329781,0.000329781
29,20.8683,1.02411,2.75523,1.05923,0.9695,1,0.995,0.796,1.25007,3.20012,1.02242,0.000337374,0.000337374,0.000337374
30,21.4385,1.28938,2.92237,1.19734,0.9695,1,0.995,0.796,1.25007,3.20012,1.02242,0.000344637,0.000344637,0.000344637
31,22.0297,1.08938,2.69919,1.13378,0.97261,1,0.995,0.796,1.09829,2.05789,1.01206,0.00035157,0.00035157,0.00035157
32,22.7425,1.19605,2.09361,1.17314,0.97261,1,0.995,0.796,1.09829,2.05789,1.01206,0.000358173,0.000358173,0.000358173
33,23.2857,1.27027,2.29808,1.19342,0.97261,1,0.995,0.796,1.09829,2.05789,1.01206,0.000364446,0.000364446,0.000364446
34,23.9152,1.22058,2.63576,1.29911,0.97261,1,0.995,0.796,1.09829,2.05789,1.01206,0.000370389,0.000370389,0.000370389
35,24.4986,1.27188,1.74597,1.17223,0.97285,1,0.995,0.8955,1.00398,1.78834,1.01477,0.000376002,0.000376002,0.000376002
36,25.0896,1.25918,1.6074,1.12994,0.97285,1,0.995,0.8955,1.00398,1.78834,1.01477,0.000381285,0.000381285,0.000381285
37,25.7767,1.16944,2.05865,1.13486,0.97285,1,0.995,0.8955,1.00398,1.78834,1.01477,0.000386237,0.000386237,0.000386237
38,26.3894,1.20371,1.66309,0.98639,0.97285,1,0.995,0.8955,1.00398,1.78834,1.01477,0.00039086,0.00039086,0.00039086
39,27.0192,0.99987,1.93481,1.24701,0.97266,1,0.995,0.796,1.31825,2.16221,1.04722,0.000395152,0.000395152,0.000395152
40,27.5751,0.99073,1.35475,0.95854,0.97266,1,0.995,0.796,1.31825,2.16221,1.04722,0.000399115,0.000399115,0.000399115
41,28.1366,1.06459,1.40907,1.02103,0.97266,1,0.995,0.796,1.31825,2.16221,1.04722,0.000402747,0.000402747,0.000402747
42,28.7782,1.0984,1.43962,1.10564,0.97266,1,0.995,0.796,1.31825,2.16221,1.04722,0.00040605,0.00040605,0.00040605
43,29.3574,0.84446,1.28662,1,0.97179,1,0.995,0.796,1.37765,1.68963,0.97396,0.000409022,0.000409022,0.000409022
44,29.9537,1.10881,1.40753,0.9649,0.97179,1,0.995,0.796,1.37765,1.68963,0.97396,0.000411664,0.000411664,0.000411664
45,30.5116,1.13444,1.76065,1.19344,0.97179,1,0.995,0.796,1.37765,1.68963,0.97396,0.000413976,0.000413976,0.000413976
46,31.075,1.00457,2.16397,1.25301,0.97179,1,0.995,0.796,1.37765,1.68963,0.97396,0.000415958,0.000415958,0.000415958
47,31.68,0.8883,1.35045,1.03962,0.97179,1,0.995,0.796,1.37765,1.68963,0.97396,0.00041761,0.00041761,0.00041761
48,32.2385,0.92065,2.00001,0.96581,0.9688,1,0.995,0.796,1.1217,1.71819,0.96464,0.000418932,0.000418932,0.000418932
49,32.8749,1.00124,1.92821,1.36364,0.9688,1,0.995,0.796,1.1217,1.71819,0.96464,0.000419924,0.000419924,0.000419924
50,33.5285,1.1249,1.54585,1.0701,0.9688,1,0.995,0.796,1.1217,1.71819,0.96464,0.000420586,0.000420586,0.000420586
51,34.0899,1.16462,1.25077,0.91236,0.9688,1,0.995,0.796,1.1217,1.71819,0.96464,0.000420918,0.000420918,0.000420918
52,34.7098,1.21132,2.05651,1.43079,0.9688,1,0.995,0.796,1.1217,1.71819,0.96464,0.000420919,0.000420919,0.000420919
53,35.2737,0.97444,1.16696,0.85216,0.9719,1,0.995,0.8955,0.94436,1.20721,0.99918,0.000420591,0.000420591,0.000420591
54,35.9312,1.09902,1.15243,1.14811,0.9719,1,0.995,0.8955,0.94436,1.20721,0.99918,0.000419932,0.000419932,0.000419932
55,36.5221,1.32127,3.18693,1.36205,0.9719,1,0.995,0.8955,0.94436,1.20721,0.99918,0.000418944,0.000418944,0.000418944
56,37.1068,0.95839,1.70794,1.0844,0.9719,1,0.995,0.8955,0.94436,1.20721,0.99918,0.000417625,0.000417625,0.000417625
57,37.7448,1.04107,1.28367,1.06789,0.9719,1,0.995,0.8955,0.94436,1.20721,0.99918,0.000415977,0.000415977,0.000415977
58,38.3519,1.0902,1.13878,0.99011,0.9719,1,0.995,0.8955,0.94436,1.20721,0.99918,0.000413998,0.000413998,0.000413998
59,38.9935,1.21324,1.26662,1.1317,0.97071,1,0.995,0.8955,0.8962,0.99762,0.87972,0.000411689,0.000411689,0.000411689
60,39.5873,1.2014,1.37599,0.97128,0.97071,1,0.995,0.8955,0.8962,0.99762,0.87972,0.00040905,0.00040905,0.00040905
61,40.1833,1.21269,1.33586,1.24227,0.97071,1,0.995,0.8955,0.8962,0.99762,0.87972,0.000406081,0.000406081,0.000406081
62,40.8422,1.14487,1.58771,1.33377,0.97071,1,0.995,0.8955,0.8962,0.99762,0.87972,0.000402782,0.000402782,0.000402782
63,41.4265,1.14502,1.2627,0.99954,0.97071,1,0.995,0.8955,0.8962,0.99762,0.87972,0.000399153,0.000399153,0.000399153
64,42.0645,0.9867,1.23162,0.9505,0.97071,1,0.995,0.8955,0.8962,0.99762,0.87972,0.000395194,0.000395194,0.000395194
65,42.7311,0.75926,1.30935,1.01243,0.95014,1,0.995,0.8955,0.97749,1.23619,0.87621,0.000390905,0.000390905,0.000390905
66,43.3051,1.00251,1.11788,1.05364,0.95014,1,0.995,0.8955,0.97749,1.23619,0.87621,0.000386286,0.000386286,0.000386286
67,43.9448,0.8151,1.20327,0.9584,0.95014,1,0.995,0.8955,0.97749,1.23619,0.87621,0.000381336,0.000381336,0.000381336
68,44.6718,0.98066,1.1676,1.10488,0.95014,1,0.995,0.8955,0.97749,1.23619,0.87621,0.000376057,0.000376057,0.000376057
69,45.2465,0.98822,1.38108,1.16394,0.95014,1,0.995,0.8955,0.97749,1.23619,0.87621,0.000370447,0.000370447,0.000370447
70,45.9002,0.92633,1.10359,0.97245,0.95014,1,0.995,0.8955,0.97749,1.23619,0.87621,0.000364508,0.000364508,0.000364508
71,46.4723,1.0731,1.23364,0.99671,0.95014,1,0.995,0.8955,0.97749,1.23619,0.87621,0.000358238,0.000358238,0.000358238
72,47.1098,1.15887,1.32128,1.01881,0.95643,1,0.995,0.796,1.01593,0.96294,0.88785,0.000351639,0.000351639,0.000351639
73,47.7058,1.11606,1.61436,1.29343,0.95643,1,0.995,0.796,1.01593,0.96294,0.88785,0.000344709,0.000344709,0.000344709
74,48.2582,0.84516,0.97154,1.05157,0.95643,1,0.995,0.796,1.01593,0.96294,0.88785,0.000337449,0.000337449,0.000337449
75,48.8628,1.18112,1.45809,1.22142,0.95643,1,0.995,0.796,1.01593,0.96294,0.88785,0.000329859,0.000329859,0.000329859
76,49.4238,1.2531,1.17556,1.07777,0.95643,1,0.995,0.796,1.01593,0.96294,0.88785,0.000321939,0.000321939,0.000321939
77,50.0271,0.95107,0.97746,1.03184,0.95643,1,0.995,0.796,1.01593,0.96294,0.88785,0.000313689,0.000313689,0.000313689
78,50.5965,1.41607,1.60502,1.4643,0.95643,1,0.995,0.796,1.01593,0.96294,0.88785,0.000305109,0.000305109,0.000305109
79,51.1829,0.93385,0.99867,0.91852,0.96737,1,0.995,0.796,1.00271,0.79575,0.90227,0.000296199,0.000296199,0.000296199
80,51.7949,1.00599,0.8878,0.96307,0.96737,1,0.995,0.796,1.00271,0.79575,0.90227,0.000286959,0.000286959,0.000286959
81,52.3525,1.27759,1.22517,1.11388,0.96737,1,0.995,0.796,1.00271,0.79575,0.90227,0.000277389,0.000277389,0.000277389
82,52.9548,0.89804,0.92631,1.05113,0.96737,1,0.995,0.796,1.00271,0.79575,0.90227,0.000267488,0.000267488,0.000267488
83,53.5173,0.89357,1.17045,1.10583,0.96737,1,0.995,0.796,1.00271,0.79575,0.90227,0.000257258,0.000257258,0.000257258
84,54.0944,0.98854,1.08509,1.154,0.96737,1,0.995,0.796,1.00271,0.79575,0.90227,0.000246698,0.000246698,0.000246698
85,54.6982,0.96269,1.06854,1.22196,0.96737,1,0.995,0.796,1.00271,0.79575,0.90227,0.000235807,0.000235807,0.000235807
86,55.2515,0.82419,0.97336,0.9936,0.96737,1,0.995,0.796,1.00271,0.79575,0.90227,0.000224587,0.000224587,0.000224587
87,55.9271,1.01722,1.40208,1.12521,0.96973,1,0.995,0.796,1.07734,0.76025,0.94066,0.000213036,0.000213036,0.000213036
88,56.6516,0.90381,1.07009,1.22114,0.96973,1,0.995,0.796,1.07734,0.76025,0.94066,0.000201155,0.000201155,0.000201155
89,57.2272,0.95982,0.96728,1.02115,0.96973,1,0.995,0.796,1.07734,0.76025,0.94066,0.000188944,0.000188944,0.000188944
90,57.8516,0.95341,0.79268,1.01258,0.96973,1,0.995,0.796,1.07734,0.76025,0.94066,0.000176404,0.000176404,0.000176404
91,63.4739,0.98215,1.46498,1.14582,0.96973,1,0.995,0.796,1.07734,0.76025,0.94066,0.000163533,0.000163533,0.000163533
92,65.1172,0.96894,1.38756,1.06963,0.96973,1,0.995,0.796,1.07734,0.76025,0.94066,0.000150332,0.000150332,0.000150332
93,65.8224,1.01009,1.36651,1.04309,0.96973,1,0.995,0.796,1.07734,0.76025,0.94066,0.000136801,0.000136801,0.000136801
94,66.4454,1.25511,1.44171,1.21667,0.96973,1,0.995,0.796,1.07734,0.76025,0.94066,0.00012294,0.00012294,0.00012294
95,67.0403,1.032,1.3853,1.14371,0.96973,1,0.995,0.796,1.07734,0.76025,0.94066,0.000108748,0.000108748,0.000108748
96,67.6662,1.07418,1.31586,1.07536,0.9713,1,0.995,0.796,1.05557,0.71988,0.9124,9.42272e-05,9.42272e-05,9.42272e-05
97,68.2305,0.89184,1.3306,1.06636,0.9713,1,0.995,0.796,1.05557,0.71988,0.9124,7.93759e-05,7.93759e-05,7.93759e-05
98,68.8444,1.21968,1.48853,1.11964,0.9713,1,0.995,0.796,1.05557,0.71988,0.9124,6.41945e-05,6.41945e-05,6.41945e-05
99,69.4268,0.90663,1.5042,1.07175,0.9713,1,0.995,0.796,1.05557,0.71988,0.9124,4.86831e-05,4.86831e-05,4.86831e-05
100,69.9774,0.84276,1.38164,1.08354,0.9713,1,0.995,0.796,1.05557,0.71988,0.9124,3.28416e-05,3.28416e-05,3.28416e-05
1,6.96645,1.16909,1.21049,1.08153,0.94995,1,0.995,0.8955,0.97734,1.23175,0.87733,0,0,0
2,8.13822,0.99793,1.16087,1.08109,0.94966,1,0.995,0.8955,0.97712,1.22842,0.87841,1.6505e-05,1.6505e-05,1.6505e-05
3,8.81406,1.06515,1.42213,1.05029,0.94946,1,0.995,0.8955,0.97302,1.22201,0.87896,3.26799e-05,3.26799e-05,3.26799e-05
4,9.49706,1.03061,1.15096,1.07555,0.94956,1,0.995,0.8955,0.97079,1.23071,0.87711,4.85247e-05,4.85247e-05,4.85247e-05
5,10.1188,1.00215,1.49198,1.35452,0.95034,1,0.995,0.8955,0.96673,1.22034,0.87675,6.40395e-05,6.40395e-05,6.40395e-05
6,10.6496,1.20036,1.37157,1.06122,0.95036,1,0.995,0.8955,0.98925,1.08674,0.87914,7.92242e-05,7.92242e-05,7.92242e-05
7,11.2485,1.06899,1.29338,1.04514,0.95107,1,0.995,0.8955,0.9889,1.07058,0.87976,9.40788e-05,9.40788e-05,9.40788e-05
8,11.7936,1.01223,1.18063,0.98557,0.95107,1,0.995,0.8955,0.9889,1.07058,0.87976,0.000108603,0.000108603,0.000108603
9,12.3517,0.84774,0.96249,1.01703,0.94116,1,0.995,0.6965,1.14543,1.69493,1.01954,0.000122798,0.000122798,0.000122798
10,12.9637,1.34655,2.54691,1.27411,0.94116,1,0.995,0.6965,1.14543,1.69493,1.01954,0.000136662,0.000136662,0.000136662
11,13.7516,1.1094,1.97903,1.06514,0.94972,1,0.995,0.6965,1.25769,1.3566,1.21743,0.000150197,0.000150197,0.000150197
12,14.4967,1.35613,2.63352,1.28217,0.94972,1,0.995,0.6965,1.25769,1.3566,1.21743,0.000163401,0.000163401,0.000163401
13,15.241,1.22282,2.57228,1.39902,0.96957,1,0.995,0.8955,0.8906,0.69538,1.05718,0.000176275,0.000176275,0.000176275
14,15.9866,1.27178,2.13703,1.14913,0.96957,1,0.995,0.8955,0.8906,0.69538,1.05718,0.000188819,0.000188819,0.000188819
15,16.7647,1.20389,1.70019,1.20727,0.96873,1,0.995,0.8955,0.87426,0.7481,1.05138,0.000201034,0.000201034,0.000201034
16,17.484,1.24123,1.61998,1.28113,0.96873,1,0.995,0.8955,0.87426,0.7481,1.05138,0.000212918,0.000212918,0.000212918
17,18.1821,1.16546,1.8268,1.21193,0.97217,1,0.995,0.995,0.47374,0.6734,0.86255,0.000224472,0.000224472,0.000224472
18,18.849,1.31716,1.38508,1.09574,0.97217,1,0.995,0.995,0.47374,0.6734,0.86255,0.000235695,0.000235695,0.000235695
19,19.6618,1.10887,1.19373,1.16517,0.96147,1,0.995,0.8955,0.71475,1.01903,0.85436,0.000246589,0.000246589,0.000246589
20,20.3916,1.1137,1.51777,1.09125,0.96147,1,0.995,0.8955,0.71475,1.01903,0.85436,0.000257153,0.000257153,0.000257153
21,21.0868,1.10117,1.31293,0.97714,0.96147,1,0.995,0.8955,0.71475,1.01903,0.85436,0.000267387,0.000267387,0.000267387
22,21.7297,1.25035,1.50795,0.96744,0.96853,1,0.995,0.8955,0.71071,0.77629,0.94957,0.00027729,0.00027729,0.00027729
23,22.4191,1.16846,1.15919,1.18933,0.96853,1,0.995,0.8955,0.71071,0.77629,0.94957,0.000286864,0.000286864,0.000286864
24,23.1801,1.28002,1.31101,1.20409,0.96853,1,0.995,0.8955,0.71071,0.77629,0.94957,0.000296108,0.000296108,0.000296108
25,23.9633,1.08799,1.21354,1.12416,0.97291,1,0.995,0.796,1.06286,0.81422,0.94547,0.000305021,0.000305021,0.000305021
26,24.6483,1.1487,1.15191,1.0126,0.97291,1,0.995,0.796,1.06286,0.81422,0.94547,0.000313604,0.000313604,0.000313604
27,25.3047,0.96654,1.31598,1.0256,0.97291,1,0.995,0.796,1.06286,0.81422,0.94547,0.000321858,0.000321858,0.000321858
28,26.6194,0.90021,1.06527,0.96406,0.97205,1,0.995,0.796,1.09401,0.99101,0.93965,0.000329781,0.000329781,0.000329781
29,27.2527,0.92197,1.15788,1.07009,0.97205,1,0.995,0.796,1.09401,0.99101,0.93965,0.000337374,0.000337374,0.000337374
30,27.9208,0.90307,1.12426,0.95092,0.97205,1,0.995,0.796,1.09401,0.99101,0.93965,0.000344637,0.000344637,0.000344637
31,28.6527,1.06731,1.23292,1.19535,0.97093,1,0.995,0.796,1.17158,1.01824,0.99834,0.00035157,0.00035157,0.00035157
32,29.3832,1.15774,1.23937,1.12113,0.97093,1,0.995,0.796,1.17158,1.01824,0.99834,0.000358173,0.000358173,0.000358173
33,30.1601,1.18173,1.07735,0.98932,0.97093,1,0.995,0.796,1.17158,1.01824,0.99834,0.000364446,0.000364446,0.000364446
34,30.8905,1.33214,1.11705,1.0964,0.97093,1,0.995,0.796,1.17158,1.01824,0.99834,0.000370389,0.000370389,0.000370389
35,31.6703,1.0789,1.10761,1.03659,0.97006,1,0.995,0.796,1.3793,1.21192,1.03047,0.000376002,0.000376002,0.000376002
36,32.4145,1.24459,0.99753,1.11143,0.97006,1,0.995,0.796,1.3793,1.21192,1.03047,0.000381285,0.000381285,0.000381285
37,33.1852,0.84352,1.09297,1.03693,0.97006,1,0.995,0.796,1.3793,1.21192,1.03047,0.000386237,0.000386237,0.000386237
38,33.8961,0.85344,1.19266,1.07327,0.97006,1,0.995,0.796,1.3793,1.21192,1.03047,0.00039086,0.00039086,0.00039086
39,34.7233,1.0351,0.96191,1.10771,0.96172,1,0.995,0.6965,1.59185,1.32176,1.0837,0.000395152,0.000395152,0.000395152
40,35.5257,1.216,1.089,0.98963,0.96172,1,0.995,0.6965,1.59185,1.32176,1.0837,0.000399115,0.000399115,0.000399115
41,36.313,1.05193,1.0413,1.28428,0.96172,1,0.995,0.6965,1.59185,1.32176,1.0837,0.000402747,0.000402747,0.000402747
42,36.9792,1.07129,1.13018,1.06004,0.96172,1,0.995,0.6965,1.59185,1.32176,1.0837,0.00040605,0.00040605,0.00040605
43,37.795,1.11913,0.89543,0.96592,0.95604,1,0.995,0.6965,1.65996,1.78872,1.04351,0.000409022,0.000409022,0.000409022
44,38.5848,1.0408,1.10922,1.15222,0.95604,1,0.995,0.6965,1.65996,1.78872,1.04351,0.000411664,0.000411664,0.000411664
45,39.2828,1.10569,1.04904,0.87058,0.95604,1,0.995,0.6965,1.65996,1.78872,1.04351,0.000413976,0.000413976,0.000413976
46,39.977,1.20607,1.05351,1.0725,0.95604,1,0.995,0.6965,1.65996,1.78872,1.04351,0.000415958,0.000415958,0.000415958
47,40.6447,1.22132,1.33158,1.05266,0.95604,1,0.995,0.6965,1.65996,1.78872,1.04351,0.00041761,0.00041761,0.00041761
48,41.3478,0.88136,1.1681,0.93508,0.96361,1,0.995,0.6965,1.53414,1.50069,0.97346,0.000418932,0.000418932,0.000418932
49,42.021,0.97928,0.79855,1.02433,0.96361,1,0.995,0.6965,1.53414,1.50069,0.97346,0.000419924,0.000419924,0.000419924
50,42.7627,0.97494,0.82979,0.93565,0.96361,1,0.995,0.6965,1.53414,1.50069,0.97346,0.000420586,0.000420586,0.000420586
51,43.4617,1.1546,1.1506,1.0272,0.96361,1,0.995,0.6965,1.53414,1.50069,0.97346,0.000420918,0.000420918,0.000420918
52,44.1079,1.25381,0.99923,1.03535,0.96361,1,0.995,0.6965,1.53414,1.50069,0.97346,0.000420919,0.000420919,0.000420919
53,44.7727,1.20326,1.04034,1.27555,0.96558,1,0.995,0.796,1.24726,0.98717,0.89889,0.000420591,0.000420591,0.000420591
54,45.503,1.08834,0.8755,1.06462,0.96558,1,0.995,0.796,1.24726,0.98717,0.89889,0.000419932,0.000419932,0.000419932
55,46.1518,0.99251,0.80936,0.99718,0.96558,1,0.995,0.796,1.24726,0.98717,0.89889,0.000418944,0.000418944,0.000418944
56,46.8056,0.98817,0.80718,0.94395,0.96558,1,0.995,0.796,1.24726,0.98717,0.89889,0.000417625,0.000417625,0.000417625
57,47.4928,1.15391,0.8921,1.10493,0.96558,1,0.995,0.796,1.24726,0.98717,0.89889,0.000415977,0.000415977,0.000415977
58,48.1532,1.06583,0.8118,0.90849,0.96558,1,0.995,0.796,1.24726,0.98717,0.89889,0.000413998,0.000413998,0.000413998
59,48.8146,1.13429,0.9819,0.99112,0.96578,1,0.995,0.796,1.01674,0.77777,0.85152,0.000411689,0.000411689,0.000411689
60,49.5182,1.14757,0.92966,0.94277,0.96578,1,0.995,0.796,1.01674,0.77777,0.85152,0.00040905,0.00040905,0.00040905
61,50.1819,1.03521,0.83648,1.04619,0.96578,1,0.995,0.796,1.01674,0.77777,0.85152,0.000406081,0.000406081,0.000406081
62,50.8146,1.12298,0.93372,0.95565,0.96578,1,0.995,0.796,1.01674,0.77777,0.85152,0.000402782,0.000402782,0.000402782
63,51.5132,0.85045,0.76326,0.8928,0.96578,1,0.995,0.796,1.01674,0.77777,0.85152,0.000399153,0.000399153,0.000399153
64,52.4132,1.05618,0.86857,0.93677,0.96578,1,0.995,0.796,1.01674,0.77777,0.85152,0.000395194,0.000395194,0.000395194
65,53.162,1.063,1.12171,1.28883,0.96822,1,0.995,0.796,0.9226,0.62483,0.80578,0.000390905,0.000390905,0.000390905
66,53.8249,0.8842,0.79313,1.03055,0.96822,1,0.995,0.796,0.9226,0.62483,0.80578,0.000386286,0.000386286,0.000386286
67,54.5669,1.21671,1.02316,1.03767,0.96822,1,0.995,0.796,0.9226,0.62483,0.80578,0.000381336,0.000381336,0.000381336
68,55.292,1.08339,0.88957,1.09805,0.96822,1,0.995,0.796,0.9226,0.62483,0.80578,0.000376057,0.000376057,0.000376057
69,55.9719,1.02946,0.77184,1.09298,0.96822,1,0.995,0.796,0.9226,0.62483,0.80578,0.000370447,0.000370447,0.000370447
70,56.6986,1.15721,0.81137,1.07005,0.96822,1,0.995,0.796,0.9226,0.62483,0.80578,0.000364508,0.000364508,0.000364508
71,57.3838,1.25679,1.17019,1.20573,0.96822,1,0.995,0.796,0.9226,0.62483,0.80578,0.000358238,0.000358238,0.000358238
72,58.0798,1.12301,0.80211,1.10066,0.96845,1,0.995,0.796,0.92981,0.58521,0.81397,0.000351639,0.000351639,0.000351639
73,58.7171,1.10711,0.80149,1.12562,0.96845,1,0.995,0.796,0.92981,0.58521,0.81397,0.000344709,0.000344709,0.000344709
74,59.4132,1.21898,0.83274,1.01528,0.96845,1,0.995,0.796,0.92981,0.58521,0.81397,0.000337449,0.000337449,0.000337449
75,60.0514,0.94436,0.75703,1.15724,0.96845,1,0.995,0.796,0.92981,0.58521,0.81397,0.000329859,0.000329859,0.000329859
76,60.7073,1.01551,0.77143,1.01253,0.96845,1,0.995,0.796,0.92981,0.58521,0.81397,0.000321939,0.000321939,0.000321939
77,61.4094,1.04336,0.8082,1.0812,0.96845,1,0.995,0.796,0.92981,0.58521,0.81397,0.000313689,0.000313689,0.000313689
78,62.0465,1.00833,0.89107,1.16836,0.96845,1,0.995,0.796,0.92981,0.58521,0.81397,0.000305109,0.000305109,0.000305109
79,62.761,0.98767,0.75713,0.96306,0.96489,1,0.995,0.796,0.9814,0.57515,0.9217,0.000296199,0.000296199,0.000296199
80,63.4876,1.13051,0.82727,1.02061,0.96489,1,0.995,0.796,0.9814,0.57515,0.9217,0.000286959,0.000286959,0.000286959
81,64.1604,0.9157,0.71672,0.9917,0.96489,1,0.995,0.796,0.9814,0.57515,0.9217,0.000277389,0.000277389,0.000277389
82,64.8888,1.05783,0.70334,0.98534,0.96489,1,0.995,0.796,0.9814,0.57515,0.9217,0.000267488,0.000267488,0.000267488
83,65.5773,1.06743,0.8625,1.01099,0.96489,1,0.995,0.796,0.9814,0.57515,0.9217,0.000257258,0.000257258,0.000257258
84,66.328,1.14251,0.82521,1.07119,0.96489,1,0.995,0.796,0.9814,0.57515,0.9217,0.000246698,0.000246698,0.000246698
85,66.9593,1.24213,0.79961,1.09635,0.96489,1,0.995,0.796,0.9814,0.57515,0.9217,0.000235807,0.000235807,0.000235807
86,67.6724,1.07511,0.71661,1.09474,0.96489,1,0.995,0.796,0.9814,0.57515,0.9217,0.000224587,0.000224587,0.000224587
87,68.3923,0.92176,0.72132,0.99589,0.96366,1,0.995,0.796,0.95863,0.56482,0.87849,0.000213036,0.000213036,0.000213036
88,69.0321,0.89876,0.7997,0.95875,0.96366,1,0.995,0.796,0.95863,0.56482,0.87849,0.000201155,0.000201155,0.000201155
